diseaseId,disease_mention,geneId,gene_mention,pmid,raw_sentence,associationType
MESH:D058499,IRD,11190,CEP250,28005958,"Notably, WES unveiled four new candidates for non-syndromic IRD: SEMA6B, CEP78, CEP250, SCLT1, the two latter previously associated to syndromic disorders.",Negative
MESH:D030342,syndromic disorders,11190,CEP250,28005958,"Notably, WES unveiled four new candidates for non-syndromic IRD: SEMA6B, CEP78, CEP250, SCLT1, the two latter previously associated to syndromic disorders.",Negative
MESH:D051436,CKD,24323,endothelin-1,28005706,"Using a rat model of CKD with mineral imbalance, medial vascular calcification has been associated with inflammation and increased endothelin-1 (ET-1) production.",Negative
MESH:D009336,necrosis,24498,IL-6,28005706,"Treatment of CKD+Ca/P/VitD rats with atrasentan reduced vascular calcification, SBP, PP and PWV, macrophage infiltration and expression of IL-1b, IL-6, tumor necrosis factor, calgranulins and osteoblastic markers.",Negative
MESH:D009369,tumor,24498,IL-6,28005706,"Treatment of CKD+Ca/P/VitD rats with atrasentan reduced vascular calcification, SBP, PP and PWV, macrophage infiltration and expression of IL-1b, IL-6, tumor necrosis factor, calgranulins and osteoblastic markers.",Negative
MESH:D003072,functional impairments,29733,S1P1,28005953,"CONCLUSIONS: Overall, these observations suggest that, in the rat, the lung is the main target organ for the S1P1 competitive antagonism-induced acute vascular leakage, which appears first as transient and asymptomatic but could lead, upon chronic dosing, to lung remodeling with functional impairments.",Negative
MESH:D015140,acute vascular leakage,29733,S1P1,28005953,"CONCLUSIONS: Overall, these observations suggest that, in the rat, the lung is the main target organ for the S1P1 competitive antagonism-induced acute vascular leakage, which appears first as transient and asymptomatic but could lead, upon chronic dosing, to lung remodeling with functional impairments.",Negative
MESH:D001168,arthritis,64625,BID,28005953,"RESULTS: NIBR-0213 was tolerated at the efficacious oral dose of 30 mg/kg BID in the rat adjuvant-induced arthritis (AiA) model, with no sign of labored breathing.",Negative
MESH:D009293,opioid use disorders,50577,Gal1R,28007761,The results also indicate that MOR-Gal1R heteromers should be viewed as targets for the treatment of opioid use disorders.,Negative
MESH:D030342,inherited disease,23479,ISCU,28007899,ISCU myopathy is an inherited disease that primarily affects individuals of northern Swedish descent who share a single point mutation in the fourth intron of the ISCU gene.,Negative
MESH:D016464,lysosomal storage diseases,18164,NP1,28007910,"Our work highlights a potential role for synaptic proteins, such as NP1 and glutamate receptors in lysosomal storage diseases.",Negative
OMIM:188890,CSE,81631,LC3B,28006950,"In addition, GSNO augmentation inhibits protein misfolding as CSE-induced colocalization of ubiquitinated proteins and LC3B (in autophagy bodies) is significantly reduced by GSNO/N6022 treatment.",Negative
MESH:D007636,keratoacanthoma,6317,SCC,28007674,"Different diagnostic RCM features have been described for AK, actinic cheilitis (AC), erythroplasia of Queyrat, Bowen disease, invasive SCC, and keratoacanthoma (KA).",Negative
MESH:D001913,Bowen disease,6317,SCC,28007674,"Different diagnostic RCM features have been described for AK, actinic cheilitis (AC), erythroplasia of Queyrat, Bowen disease, invasive SCC, and keratoacanthoma (KA).",Negative
MESH:D004919,erythroplasia of Queyrat,6317,SCC,28007674,"Different diagnostic RCM features have been described for AK, actinic cheilitis (AC), erythroplasia of Queyrat, Bowen disease, invasive SCC, and keratoacanthoma (KA).",Negative
MESH:D015419,Hereditary spastic paraplegia,65055,SPG31,28007911,"Hereditary spastic paraplegia, SPG31, is a rare neurological disorder caused by mutations in REEP1 gene encoding the microtubule-interacting protein, REEP1.",Negative
MESH:D040181,X-linked dominant disorder,4204,MECP2,28007990,"Epilepsy is common in Rett syndrome, an X-linked dominant disorder caused by mutations in the MECP2 gene, and in Rett-related disorders, such as MECP2 duplication.",Negative
MESH:D017563,interstitial lung disease,260431,COPD,28008651,"Chronic obstructive pulmonary disease (COPD) and interstitial lung disease (ILD) were predictors of pre-transplant PMI (b=-2.3, p=0.001 for COPD; b=2.1, p<0.001 for ILD) and percent change in PMI at 12 months post-transplantation relative to baseline (b=19.2, p=0.04 for COPD; b=-20.1, p=0.01 for ILD).",Negative
MESH:D029424,Chronic obstructive pulmonary disease,260431,COPD,28008651,"Chronic obstructive pulmonary disease (COPD) and interstitial lung disease (ILD) were predictors of pre-transplant PMI (b=-2.3, p=0.001 for COPD; b=2.1, p<0.001 for ILD) and percent change in PMI at 12 months post-transplantation relative to baseline (b=19.2, p=0.04 for COPD; b=-20.1, p=0.01 for ILD).",Negative
MESH:D018746,systemic inflammatory response syndrome and surgical-site infection,1401,C-reactive protein,28008724,"We compared the white blood cell count and C-reactive protein level the day after the operation, the complication rates of systemic inflammatory response syndrome and surgical-site infection, and postoperative hospital stay between the two groups.",Negative
MESH:D009135,myopathies,17281,FYCO1,28009083,FYCO1 colocalized at RVs with autophagic proteins such as MAP1LC3 and SQSTM1 in sIBM and other RV myopathies.,Negative
MESH:D018979,sIBM,384038,MAP1LC3,28009083,FYCO1 colocalized at RVs with autophagic proteins such as MAP1LC3 and SQSTM1 in sIBM and other RV myopathies.,Negative
MESH:D009135,myopathies,384038,MAP1LC3,28009083,FYCO1 colocalized at RVs with autophagic proteins such as MAP1LC3 and SQSTM1 in sIBM and other RV myopathies.,Negative
MESH:D018979,sIBM,8878,SQSTM1,28009083,FYCO1 colocalized at RVs with autophagic proteins such as MAP1LC3 and SQSTM1 in sIBM and other RV myopathies.,Negative
MESH:D008107,liver damage,29141,GalN,28006924,"Second, the in vivo model of D-galactosamine and lipopolysaccharide (D-GalN/LPS) combination-induced liver damage is described with some details.",Negative
MESH:D056486,hepatitis,29141,GalN,28006924,"Recently, we have revealed that resveratrol and other natural polyphenols attenuate D-GalN/LPS-induced hepatitis.",Negative
MESH:D001855,bone marrow deficient,58217,Trem-1,28007141,"RESULTS: Ldlr(-/-) mice reconstituted with bone marrow deficient for Trem-1 (Trem-1(-/-)) showed a strong reduction of atherosclerotic plaque size in both the aortic sinus and the thoracoabdominal aorta, and were less inflammatory compared to plaques of Trem-1(+/+) chimeric mice.",Negative
MESH:D050197,atherosclerotic,58217,Trem-1,28007141,"RESULTS: Ldlr(-/-) mice reconstituted with bone marrow deficient for Trem-1 (Trem-1(-/-)) showed a strong reduction of atherosclerotic plaque size in both the aortic sinus and the thoracoabdominal aorta, and were less inflammatory compared to plaques of Trem-1(+/+) chimeric mice.",Negative
MESH:D008545,melanoma,14083,focal adhesion kinase,28007596,Here we find that TRCs exhibit lower focal adhesion kinase (FAK) and H3K9 methylation levels in soft fibrin matrices than control melanoma cells on 2D rigid substrates.,Negative
MESH:D009369,tumor,14083,FAK,28007596,"Silencing FAK in control melanoma cells decreases H3K9 methylation, whereas overexpressing FAK in tumor-repopulating cells enhances H3K9 methylation.",Negative
MESH:D001927,atheromatous lesions,11816,ApoE,28007744,CAD expression was increased in the atheromatous lesions of CHD patients and high-fat diet-treated ApoE-deficient mice.,Negative
OMIM:612348,CAD,26417;26413,extracellular signal-regulated kinase 1 and 2,28007744,"Mechanically, the decrease in the phosphorylated levels of mitogen-activated protein kinase (MAPK) kinase/extracellular signal-regulated kinase 1 and 2 (MEK-ERK1/2) that resulted from CAD knockout and the activation of nuclear factor kappa B signaling mediated by CAD stimulation that was suppressed by inhibiting ERK1/2 phosphorylation revealed the potential association between the role of CAD in atherosclerosis and the MAPK signaling pathway.",Negative
MESH:D002524,spongy degeneration with cerebellar ataxia 1,3766,KCNJ10,28007838,"Therefore, we consider KCNJ10:c.986T>C the most likely candidate causative variant for one subtype of SDCA in Malinois dogs, which we propose to term spongy degeneration with cerebellar ataxia 1 (SDCA1).",Negative
MESH:D002524,spongy degeneration with cerebellar ataxia 1,488635,KCNJ10,28007838,"Therefore, we consider KCNJ10:c.986T>C the most likely candidate causative variant for one subtype of SDCA in Malinois dogs, which we propose to term spongy degeneration with cerebellar ataxia 1 (SDCA1).",Negative
MESH:D000690,amyotrophic lateral sclerosis,19662,RBP,28007900,"This finding prompted us to re-analyze published datasets from a recent report on TDP-43, an RBP implicated in amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), as it was demonstrated that TDP-43 represses cryptic exon splicing to promote cell survival.",Negative
MESH:D057180,frontotemporal dementia,19662,RBP,28007900,"This finding prompted us to re-analyze published datasets from a recent report on TDP-43, an RBP implicated in amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), as it was demonstrated that TDP-43 represses cryptic exon splicing to promote cell survival.",Negative
MESH:D057180,frontotemporal dementia,23435,TDP-43,28007900,"This finding prompted us to re-analyze published datasets from a recent report on TDP-43, an RBP implicated in amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), as it was demonstrated that TDP-43 represses cryptic exon splicing to promote cell survival.",Negative
MESH:D057180,frontotemporal dementia,5950,RBP,28007900,"This finding prompted us to re-analyze published datasets from a recent report on TDP-43, an RBP implicated in amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), as it was demonstrated that TDP-43 represses cryptic exon splicing to promote cell survival.",Negative
MESH:D001260,Ataxia-telangiectasia,11920,ATM,28007901,"UNASSIGNED: Ataxia-telangiectasia (A-T), an autosomal recessive disease caused by mutations in the ATM gene is characterised by cerebellar atrophy and progressive neurodegeneration which has been poorly recapitulated in Atm mutant mice.",Negative
MESH:D030342,autosomal recessive disease,11920,ATM,28007901,"UNASSIGNED: Ataxia-telangiectasia (A-T), an autosomal recessive disease caused by mutations in the ATM gene is characterised by cerebellar atrophy and progressive neurodegeneration which has been poorly recapitulated in Atm mutant mice.",Negative
MESH:D001260,Ataxia-telangiectasia,300711,ATM,28007901,"UNASSIGNED: Ataxia-telangiectasia (A-T), an autosomal recessive disease caused by mutations in the ATM gene is characterised by cerebellar atrophy and progressive neurodegeneration which has been poorly recapitulated in Atm mutant mice.",Negative
MESH:D030342,autosomal recessive disease,300711,ATM,28007901,"UNASSIGNED: Ataxia-telangiectasia (A-T), an autosomal recessive disease caused by mutations in the ATM gene is characterised by cerebellar atrophy and progressive neurodegeneration which has been poorly recapitulated in Atm mutant mice.",Negative
MESH:D030342,autosomal recessive disease,472,Atm,28007901,"UNASSIGNED: Ataxia-telangiectasia (A-T), an autosomal recessive disease caused by mutations in the ATM gene is characterised by cerebellar atrophy and progressive neurodegeneration which has been poorly recapitulated in Atm mutant mice.",Negative
MESH:D015518,RTT,3479,Insulin-like Growth Factor 1,28007906,"Interestingly, treatment of RTT-derived neurons with Insulin-like Growth Factor 1 (IGF1) could rescue some of these cellular phenotypes.",Negative
MESH:D009369,increased tumor,11846,arginase-1,28008146,"As expected, STAT3 signaling suppression in the tumor compartment in these autologously reconstituted humanized mice showed increased tumor infiltrating lymphocytes and reduction of arginase-1 in the stroma, which were associated with slower tumor growth rate.",Negative
MESH:D046728,atomic force microscope,1000,N-cadherin,28008617,Application of pulling force (   1  nN) to the N-cadherin-coated beads via an atomic force microscope induced a localized mechanical response from the VSMCs that opposed the pulling.,Negative
MESH:D046728,atomic force microscope,83501,N-cadherin,28008617,Application of pulling force (   1  nN) to the N-cadherin-coated beads via an atomic force microscope induced a localized mechanical response from the VSMCs that opposed the pulling.,Negative
MESH:D019970,cocaine use disorder,24318,dopamine receptor 2,28008717,l-Isocorypalmine is a newly identified metabolite of l-tetrahydropalmatine with a unique dual pharmacological profile as a partial dopamine receptor 1 agonist and dopamine receptor 2 antagonist properties for treating cocaine use disorder.,Negative
MESH:D000544,Alzheimer's disease,83817,Acetylcholinesterase,28008813,"Acetylcholinesterase and butyrylcholinesterase inhibitory effects of a methanol extract and a hot water extract were moderate and comparable with those of galanthamine, the standard drug used to treat the early stages of Alzheimer's disease.",Negative
MESH:C562787,idiopathic central precocious puberty,6866,neurokinin B,28008860,OBJECTIVE: To find out the diagnostic role of kisspeptin and neurokinin B in idiopathic central precocious puberty (ICPP) and premature thelarche (PT).,Negative
MESH:C562592,XPF,2067,ERCC1,28008962,"We demonstrate the general applicability of mwPIFE for examining various aspects of protein/DNA interactions with examples from the restriction enzyme BamHI, and the DNA repair complexes Ku and XPF/ERCC1.",Negative
MESH:D009145,MB,35540,ecdysone receptor B1,28008974,"Intriguingly, the miR-34-induced y axon pruning defect resulted from downregulating the expression of ecdysone receptor B1 (EcR-B1) in differentiated MB y neurons.",Negative
